time x y inclination elevation soil fertilisation age canopy stand humus bu reg bu2 bu3 bu4 bu5 alkali alkali1 alkali3 alkali4 standcat ph humus0 humus2 humus3 humus4 moisture1 moisture3
12 6.2 2.4 7 470 32 -1 151 .6 1 2 12.5 36 1 1 1 1 2 -1 -1 -1 1 4.2 0 1 0 0 -1 -1
13 6.2 2.4 7 470 32 -1 152 .6 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.2 -1 -1 -1 -1 -1 -1
14 6.2 2.4 7 470 32 -1 153 .6 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.2 -1 -1 -1 -1 -1 -1
15 6.2 2.4 7 470 32 -1 154 .8 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.185 -1 -1 -1 -1 -1 -1
16 6.2 2.4 7 470 32 -1 155 .8 1 0 0 36 0 0 0 0 2 -1 -1 -1 1 4.17 1 0 0 0 -1 -1
17 6.2 2.4 7 470 32 -1 156 .8 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.175 -1 -1 -1 -1 -1 -1
18 6.2 2.4 7 470 32 -1 157 .8 1 0 0 36 0 0 0 0 2 -1 -1 -1 1 4.18 1 0 0 0 -1 -1
19 6.2 2.4 7 470 32 -1 158 .8 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.13 -1 -1 -1 -1 -1 -1
20 6.2 2.4 7 470 32 -1 159 .9 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.08 -1 -1 -1 -1 -1 -1
21 6.2 2.4 7 470 32 -1 160 .9 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.225 -1 -1 -1 -1 -1 -1
22 6.2 2.4 7 470 32 -1 161 .7 1 2 0 36 0 0 0 0 2 -1 -1 -1 1 4.37 0 1 0 0 -1 -1
23 6.2 2.4 7 470 32 -1 162 .7 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.33 -1 -1 -1 -1 -1 -1
2 7.1 5.1 0 460 30 -1 113 1 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.29 0 1 0 0 -1 -1
3 7.1 5.1 0 460 30 -1 114 1 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.49 0 1 0 0 -1 -1
4 7.1 5.1 0 460 30 -1 115 1 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.01 0 1 0 0 -1 -1
5 7.1 5.1 0 460 30 -1 116 1 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.15 0 1 0 0 -1 -1
6 7.1 5.1 0 460 30 -1 117 1 2 0 0 41 0 0 0 0 2 -1 -1 -1 -1 4.07 1 0 0 0 -1 -1
7 7.1 5.1 0 460 30 -1 118 1 2 3 0 41 0 0 0 0 2 -1 -1 -1 -1 4.15 0 0 1 0 -1 -1
8 7.1 5.1 0 460 30 -1 119 .9 2 0 0 41 0 0 0 0 2 -1 -1 -1 -1 4.19 1 0 0 0 -1 -1
9 7.1 5.1 0 460 30 -1 120 .9 2 1 0 41 0 0 0 0 2 -1 -1 -1 -1 4.25 -1 -1 -1 -1 -1 -1
10 7.1 5.1 0 460 30 -1 121 .9 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.24 0 1 0 0 -1 -1
11 7.1 5.1 0 460 30 -1 122 .9 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.64 0 1 0 0 -1 -1
12 7.1 5.1 0 460 30 -1 123 .9 2 1 0 41 0 0 0 0 2 -1 -1 -1 -1 4.36 -1 -1 -1 -1 -1 -1
13 7.1 5.1 0 460 30 -1 124 .9 2 0 0 41 0 0 0 0 2 -1 -1 -1 -1 4.425 1 0 0 0 -1 -1
14 7.1 5.1 0 460 30 -1 125 .9 2 0 0 41 0 0 0 0 2 -1 -1 -1 -1 4.49 1 0 0 0 -1 -1
15 7.1 5.1 0 460 30 -1 126 .9 2 1 0 41 0 0 0 0 2 -1 -1 -1 -1 4.42 -1 -1 -1 -1 -1 -1
16 7.1 5.1 0 460 30 -1 127 .9 2 1 0 41 0 0 0 0 2 -1 -1 -1 -1 4.35 -1 -1 -1 -1 -1 -1
17 7.1 5.1 0 460 30 -1 128 .9 2 1 0 41 0 0 0 0 2 -1 -1 -1 -1 4.225 -1 -1 -1 -1 -1 -1
18 7.1 5.1 0 460 30 -1 129 .9 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.1 0 1 0 0 -1 -1
19 7.1 5.1 0 460 30 -1 130 .9 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.14 0 1 0 0 -1 -1
20 7.1 5.1 0 460 30 -1 131 .9 2 3 0 41 0 0 0 0 2 -1 -1 -1 -1 4.18 0 0 1 0 -1 -1
21 7.1 5.1 0 460 30 -1 132 .9 2 2 0 41 0 0 0 0 2 -1 -1 -1 -1 4.29 0 1 0 0 -1 -1
22 7.1 5.1 0 460 30 -1 133 .9 2 1 0 41 0 0 0 0 2 -1 -1 -1 -1 4.4 -1 -1 -1 -1 -1 -1
23 7.1 5.1 0 460 30 -1 134 1 2 3 0 41 0 0 0 0 2 -1 -1 -1 -1 4.17 0 0 1 0 -1 -1
2 7.1 4.1 20 460 31 -1 74 .7 2 2 0 40 0 0 0 0 2 -1 -1 -1 -1 3.94 0 1 0 0 0 1
3 7.1 4.1 20 460 31 -1 75 .7 2 2 12.5 40 1 1 1 1 2 -1 -1 -1 -1 4.11 0 1 0 0 0 1
4 7.1 4.1 20 460 31 -1 76 .7 2 3 0 40 0 0 0 0 2 -1 -1 -1 -1 3.89 0 0 1 0 0 1
5 7.1 4.1 20 460 31 -1 77 .7 2 3 0 40 0 0 0 0 2 -1 -1 -1 -1 3.91 0 0 1 0 0 1
6 7.1 4.1 20 460 31 -1 78 .7 2 3 12.5 40 1 1 1 1 2 -1 -1 -1 -1 3.94 0 0 1 0 0 1
7 7.1 4.1 20 460 31 -1 79 .7 2 3 12.5 40 1 1 1 1 2 -1 -1 -1 -1 3.65 0 0 1 0 0 1
8 7.1 4.1 20 460 31 -1 80 .9 2 1 0 40 0 0 0 0 2 -1 -1 -1 -1 3.81 -1 -1 -1 -1 0 1
9 7.1 4.1 20 460 31 -1 81 .9 2 1 0 40 0 0 0 0 2 -1 -1 -1 -1 4.04 -1 -1 -1 -1 0 1
10 7.1 4.1 20 460 31 -1 82 .9 2 1 0 40 0 0 0 0 2 -1 -1 -1 -1 3.95 -1 -1 -1 -1 0 1
11 7.1 4.1 20 460 31 -1 83 .9 2 3 0 40 0 0 0 0 2 -1 -1 -1 -1 4.38 0 0 1 0 0 1
12 7.1 4.1 20 460 31 -1 84 .9 2 2 12.5 40 1 1 1 1 2 -1 -1 -1 -1 4.19 0 1 0 0 0 1
13 7.1 4.1 20 460 31 -1 85 .9 2 0 0 40 0 0 0 0 2 -1 -1 -1 -1 4.245 1 0 0 0 0 1
14 7.1 4.1 20 460 31 -1 86 .9 2 0 0 40 0 0 0 0 2 -1 -1 -1 -1 4.3 1 0 0 0 0 1
15 7.1 4.1 20 460 31 -1 87 .9 2 1 0 40 0 0 0 0 2 -1 -1 -1 -1 4.18 -1 -1 -1 -1 0 1
16 7.1 4.1 20 460 31 -1 88 .7 2 2 0 40 0 0 0 0 2 -1 -1 -1 -1 4.06 0 1 0 0 0 1
17 7.1 4.1 20 460 31 -1 89 .7 2 3 0 40 0 0 0 0 2 -1 -1 -1 -1 4.135 0 0 1 0 0 1
18 7.1 4.1 20 460 31 -1 90 .7 2 1 0 40 0 0 0 0 2 -1 -1 -1 -1 4.21 -1 -1 -1 -1 0 1
19 7.1 4.1 20 460 31 -1 91 .7 2 1 0 40 0 0 0 0 2 -1 -1 -1 -1 4.14 -1 -1 -1 -1 0 1
20 7.1 4.1 20 460 31 -1 92 .8 2 2 0 40 0 0 0 0 2 -1 -1 -1 -1 4.07 0 1 0 0 0 1
21 7.1 4.1 20 460 31 -1 93 .8 2 1 0 40 0 0 0 0 2 -1 -1 -1 -1 4.185 -1 -1 -1 -1 0 1
22 7.1 4.1 20 460 31 -1 94 .7 2 2 0 40 0 0 0 0 2 -1 -1 -1 -1 4.3 0 1 0 0 0 1
23 7.1 4.1 20 460 31 -1 95 .7 2 2 12.5 40 1 1 1 1 2 -1 -1 -1 -1 4.235 0 1 0 0 0 1
2 7.1 3.1 6 440 32 -1 110 .8 1 2 0 39 0 0 0 0 2 -1 -1 -1 1 4.17 0 1 0 0 -1 -1
3 7.1 3.1 6 440 32 -1 111 .8 1 2 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.19 0 1 0 0 -1 -1
4 7.1 3.1 6 440 32 -1 112 .8 1 1 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.03 -1 -1 -1 -1 -1 -1
5 7.1 3.1 6 440 32 -1 113 .8 1 0 12.5 39 1 1 1 1 2 -1 -1 -1 1 3.88 1 0 0 0 -1 -1
6 7.1 3.1 6 440 32 -1 114 .8 1 0 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.04 1 0 0 0 -1 -1
7 7.1 3.1 6 440 32 -1 115 .8 1 0 12.5 39 1 1 1 1 2 -1 -1 -1 1 3.88 1 0 0 0 -1 -1
8 7.1 3.1 6 440 32 -1 116 .8 1 1 12.5 39 1 1 1 1 2 -1 -1 -1 1 3.88 -1 -1 -1 -1 -1 -1
9 7.1 3.1 6 440 32 -1 117 .9 1 1 0 39 0 0 0 0 2 -1 -1 -1 1 3.99 -1 -1 -1 -1 -1 -1
10 7.1 3.1 6 440 32 -1 118 .9 1 2 0 39 0 0 0 0 2 -1 -1 -1 1 3.91 0 1 0 0 -1 -1
11 7.1 3.1 6 440 32 -1 119 .9 1 1 0 39 0 0 0 0 2 -1 -1 -1 1 4.38 -1 -1 -1 -1 -1 -1
12 7.1 3.1 6 440 32 -1 120 .9 1 1 25 39 1 1 2 2 2 -1 -1 -1 1 4.13 -1 -1 -1 -1 -1 -1
13 7.1 3.1 6 440 32 -1 121 .5 1 0 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.08 1 0 0 0 -1 -1
14 7.1 3.1 6 440 32 -1 122 .5 1 1 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.03 -1 -1 -1 -1 -1 -1
15 7.1 3.1 6 440 32 -1 123 .5 1 1 25 39 1 1 2 2 2 -1 -1 -1 1 4.06 -1 -1 -1 -1 -1 -1
16 7.1 3.1 6 440 32 -1 124 .6 1 1 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.09 -1 -1 -1 -1 -1 -1
17 7.1 3.1 6 440 32 -1 125 .5 1 1 0 39 0 0 0 0 2 -1 -1 -1 1 4.065 -1 -1 -1 -1 -1 -1
18 7.1 3.1 6 440 32 -1 126 .5 1 1 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.04 -1 -1 -1 -1 -1 -1
19 7.1 3.1 6 440 32 -1 127 .5 1 1 0 39 0 0 0 0 2 -1 -1 -1 1 4.22 -1 -1 -1 -1 -1 -1
20 7.1 3.1 6 440 32 -1 128 .5 1 1 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.4 -1 -1 -1 -1 -1 -1
21 7.1 3.1 6 440 32 -1 129 .5 1 0 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.38 1 0 0 0 -1 -1
22 7.1 3.1 6 440 32 -1 130 .5 1 1 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.36 -1 -1 -1 -1 -1 -1
23 7.1 3.1 6 440 32 -1 131 .6 1 2 12.5 39 1 1 1 1 2 -1 -1 -1 1 4.34 0 1 0 0 -1 -1
2 7.1 2.1 7 460 34 -1 125 .9 1 1 0 38 0 0 0 0 1 1 0 0 1 4.32 -1 -1 -1 -1 -1 -1
3 7.1 2.1 7 460 34 -1 126 .9 1 2 25 38 1 1 2 2 1 1 0 0 1 4.27 0 1 0 0 -1 -1
4 7.1 2.1 7 460 34 -1 127 .9 1 2 12.5 38 1 1 1 1 1 1 0 0 1 4.18 0 1 0 0 -1 -1
5 7.1 2.1 7 460 34 -1 128 .9 1 1 12.5 38 1 1 1 1 1 1 0 0 1 4.16 -1 -1 -1 -1 -1 -1
6 7.1 2.1 7 460 34 -1 129 .9 1 1 12.5 38 1 1 1 1 1 1 0 0 1 4.36 -1 -1 -1 -1 -1 -1
7 7.1 2.1 7 460 34 -1 130 .9 1 2 12.5 38 1 1 1 1 1 1 0 0 1 3.97 0 1 0 0 -1 -1
8 7.1 2.1 7 460 34 -1 131 .9 1 1 0 38 0 0 0 0 1 1 0 0 1 4.05 -1 -1 -1 -1 -1 -1
9 7.1 2.1 7 460 34 -1 132 .9 1 2 12.5 38 1 1 1 1 1 1 0 0 1 4.27 0 1 0 0 -1 -1
10 7.1 2.1 7 460 34 -1 133 .9 1 1 0 38 0 0 0 0 1 1 0 0 1 4.16 -1 -1 -1 -1 -1 -1
11 7.1 2.1 7 460 34 -1 134 .9 1 1 0 38 0 0 0 0 1 1 0 0 1 4.22 -1 -1 -1 -1 -1 -1
12 7.1 2.1 7 460 34 -1 135 .6 1 2 12.5 38 1 1 1 1 1 1 0 0 1 4.25 0 1 0 0 -1 -1
13 7.1 2.1 7 460 34 -1 136 .6 1 0 12.5 38 1 1 1 1 1 1 0 0 1 4.175 1 0 0 0 -1 -1
14 7.1 2.1 7 460 34 -1 137 .6 1 1 12.5 38 1 1 1 1 1 1 0 0 1 4.1 -1 -1 -1 -1 -1 -1
15 7.1 2.1 7 460 34 -1 138 .6 1 1 25 38 1 1 2 2 1 1 0 0 1 4.26 -1 -1 -1 -1 -1 -1
16 7.1 2.1 7 460 34 -1 139 .6 1 0 12.5 38 1 1 1 1 1 1 0 0 1 4.42 1 0 0 0 -1 -1
17 7.1 2.1 7 460 34 -1 140 .6 1 3 12.5 38 1 1 1 1 1 1 0 0 1 4.315 0 0 1 0 -1 -1
18 7.1 2.1 7 460 34 -1 141 .7 1 2 12.5 38 1 1 1 1 1 1 0 0 1 4.21 0 1 0 0 -1 -1
19 7.1 2.1 7 460 34 -1 142 .4 1 3 12.5 38 1 1 1 1 1 1 0 0 1 4.17 0 0 1 0 -1 -1
20 7.1 2.1 7 460 34 -1 143 .4 1 2 0 38 0 0 0 0 1 1 0 0 1 4.13 0 1 0 0 -1 -1
21 7.1 2.1 7 460 34 -1 144 .4 1 1 0 38 0 0 0 0 1 1 0 0 1 4.32 -1 -1 -1 -1 -1 -1
22 7.1 2.1 7 460 34 -1 145 .4 1 0 12.5 38 1 1 1 1 1 1 0 0 1 4.51 1 0 0 0 -1 -1
23 7.1 2.1 7 460 34 -1 146 .5 1 2 12.5 38 1 1 1 1 1 1 0 0 1 4.2 0 1 0 0 -1 -1
2 8.2 7.1 7 450 17 -1 91 1 2 2 0 48 0 0 0 0 1 1 0 0 -1 3.89 0 1 0 0 0 1
3 8.2 7.1 7 450 17 -1 92 1 2 2 0 48 0 0 0 0 1 1 0 0 -1 3.82 0 1 0 0 0 1
4 8.2 7.1 7 450 17 -1 93 1 2 4 0 48 0 0 0 0 1 1 0 0 -1 3.79 0 0 0 1 0 1
5 8.2 7.1 7 450 17 -1 94 1 2 3 0 48 0 0 0 0 1 1 0 0 -1 3.64 0 0 1 0 0 1
6 8.2 7.1 7 450 17 -1 95 1 2 3 0 48 0 0 0 0 1 1 0 0 -1 3.58 0 0 1 0 0 1
7 8.2 7.1 7 450 17 -1 96 1 2 2 0 48 0 0 0 0 1 1 0 0 -1 3.47 0 1 0 0 0 1
8 8.2 7.1 7 450 17 -1 97 .9 2 2 12.5 48 1 1 1 1 1 1 0 0 -1 3.68 0 1 0 0 0 1
9 8.2 7.1 7 450 17 -1 98 .9 2 4 12.5 48 1 1 1 1 1 1 0 0 -1 3.89 0 0 0 1 0 1
10 8.2 7.1 7 450 17 -1 99 .9 2 3 12.5 48 1 1 1 1 1 1 0 0 -1 3.75 0 0 1 0 0 1
11 8.2 7.1 7 450 17 -1 100 .9 2 3 0 48 0 0 0 0 1 1 0 0 -1 3.88 0 0 1 0 0 1
12 8.2 7.1 7 450 17 -1 101 .9 2 4 12.5 48 1 1 1 1 1 1 0 0 -1 4.01 0 0 0 1 0 1
13 8.2 7.1 7 450 17 -1 102 .9 2 4 12.5 48 1 1 1 1 1 1 0 0 -1 3.945 0 0 0 1 0 1
14 8.2 7.1 7 450 17 -1 103 .9 2 2 12.5 48 1 1 1 1 1 1 0 0 -1 3.88 0 1 0 0 0 1
15 8.2 7.1 7 450 17 -1 104 1 2 2 12.5 48 1 1 1 1 1 1 0 0 -1 3.95 0 1 0 0 0 1
16 8.2 7.1 7 450 17 -1 105 1 2 3 0 48 0 0 0 0 1 1 0 0 -1 4.02 0 0 1 0 0 1
17 8.2 7.1 7 450 17 -1 106 1 2 3 0 48 0 0 0 0 1 1 0 0 -1 3.93 0 0 1 0 0 1
18 8.2 7.1 7 450 17 -1 107 1 2 1 12.5 48 1 1 1 1 1 1 0 0 -1 3.84 -1 -1 -1 -1 0 1
19 8.2 7.1 7 450 17 -1 108 1 2 2 0 48 0 0 0 0 1 1 0 0 -1 3.995 0 1 0 0 0 1
20 8.2 7.1 7 450 17 -1 109 .8 2 1 0 48 0 0 0 0 1 1 0 0 -1 4.15 -1 -1 -1 -1 0 1
21 8.2 7.1 7 450 17 -1 110 .8 2 3 0 48 0 0 0 0 1 1 0 0 -1 4.11 0 0 1 0 0 1
22 8.2 7.1 7 450 17 -1 111 .8 2 4 0 48 0 0 0 0 1 1 0 0 -1 4.07 0 0 0 1 0 1
23 8.2 7.1 7 450 17 -1 112 .8 2 4 0 48 0 0 0 0 1 1 0 0 -1 4.09 0 0 0 1 0 1
2 8.2 6.1 5 460 22 -1 95 1 2 2 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.11 0 1 0 0 -1 -1
3 8.2 6.1 5 460 22 -1 96 1 2 2 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.05 0 1 0 0 -1 -1
4 8.2 6.1 5 460 22 -1 97 1 2 0 12.5 47 1 1 1 1 2 -1 -1 -1 -1 3.83 1 0 0 0 -1 -1
5 8.2 6.1 5 460 22 -1 98 1 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 3.68 -1 -1 -1 -1 -1 -1
6 8.2 6.1 5 460 22 -1 99 1 2 0 12.5 47 1 1 1 1 2 -1 -1 -1 -1 3.83 1 0 0 0 -1 -1
7 8.2 6.1 5 460 22 -1 100 1 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 3.68 -1 -1 -1 -1 -1 -1
8 8.2 6.1 5 460 22 -1 101 1 2 2 12.5 47 1 1 1 1 2 -1 -1 -1 -1 3.74 0 1 0 0 -1 -1
9 8.2 6.1 5 460 22 -1 102 .8 2 2 12.5 47 1 1 1 1 2 -1 -1 -1 -1 3.91 0 1 0 0 -1 -1
10 8.2 6.1 5 460 22 -1 103 .8 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 3.87 -1 -1 -1 -1 -1 -1
11 8.2 6.1 5 460 22 -1 104 .8 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.15 -1 -1 -1 -1 -1 -1
12 8.2 6.1 5 460 22 -1 105 .8 2 1 25 47 1 1 2 2 2 -1 -1 -1 -1 4.14 -1 -1 -1 -1 -1 -1
13 8.2 6.1 5 460 22 -1 106 .7 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.155 -1 -1 -1 -1 -1 -1
14 8.2 6.1 5 460 22 -1 107 .8 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.17 -1 -1 -1 -1 -1 -1
15 8.2 6.1 5 460 22 -1 108 .8 2 1 25 47 1 1 2 2 2 -1 -1 -1 -1 4.19 -1 -1 -1 -1 -1 -1
16 8.2 6.1 5 460 22 -1 109 .8 2 0 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.21 1 0 0 0 -1 -1
17 8.2 6.1 5 460 22 -1 110 .8 2 0 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.145 1 0 0 0 -1 -1
18 8.2 6.1 5 460 22 -1 111 .8 2 2 25 47 1 1 2 2 2 -1 -1 -1 -1 4.08 0 1 0 0 -1 -1
19 8.2 6.1 5 460 22 -1 112 .8 2 3 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.085 0 0 1 0 -1 -1
20 8.2 6.1 5 460 22 -1 113 .9 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.09 -1 -1 -1 -1 -1 -1
21 8.2 6.1 5 460 22 -1 114 .6 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.325 -1 -1 -1 -1 -1 -1
22 8.2 6.1 5 460 22 -1 115 .6 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.56 -1 -1 -1 -1 -1 -1
23 8.2 6.1 5 460 22 -1 116 .6 2 1 12.5 47 1 1 1 1 2 -1 -1 -1 -1 4.675 -1 -1 -1 -1 -1 -1
2 8.2 5 10 420 22 -1 8 0 1 3 0 46 0 0 0 0 3 0 1 0 1 4.79 0 0 1 0 -1 -1
3 8.2 5 10 420 22 -1 9 0 1 3 0 46 0 0 0 0 3 0 1 0 1 5.04 0 0 1 0 -1 -1
4 8.2 5 10 420 22 -1 10 0 1 2 0 46 0 0 0 0 3 0 1 0 1 4.71 0 1 0 0 -1 -1
5 8.2 5 10 420 22 -1 11 0 1 0 0 46 0 0 0 0 3 0 1 0 1 4.76 1 0 0 0 -1 -1
6 8.2 5 10 420 22 -1 12 0 1 2 0 46 0 0 0 0 3 0 1 0 1 4.42 0 1 0 0 -1 -1
7 8.2 5 10 420 22 -1 13 0 1 0 0 46 0 0 0 0 3 0 1 0 1 4.46 1 0 0 0 -1 -1
8 8.2 5 10 420 22 -1 14 0 1 0 0 46 0 0 0 0 3 0 1 0 1 4.67 1 0 0 0 -1 -1
9 8.2 5 10 420 22 -1 15 .7 1 0 0 46 0 0 0 0 3 0 1 0 1 4.77 1 0 0 0 -1 -1
10 8.2 5 10 420 22 -1 16 .7 1 0 0 46 0 0 0 0 3 0 1 0 1 4.37 1 0 0 0 -1 -1
11 8.2 5 10 420 22 -1 17 .7 1 2 0 46 0 0 0 0 3 0 1 0 1 4.4 0 1 0 0 -1 -1
12 8.2 5 10 420 22 -1 18 .7 1 1 0 46 0 0 0 0 3 0 1 0 1 4.56 -1 -1 -1 -1 -1 -1
13 8.2 5 10 420 22 -1 19 .8 1 0 0 46 0 0 0 0 3 0 1 0 1 4.615 1 0 0 0 -1 -1
14 8.2 5 10 420 22 -1 20 .9 1 0 0 46 0 0 0 0 3 0 1 0 1 4.67 1 0 0 0 -1 -1
15 8.2 5 10 420 22 -1 21 .9 1 0 0 46 0 0 0 0 3 0 1 0 1 4.46 1 0 0 0 -1 -1
16 8.2 5 10 420 22 -1 22 1 1 0 0 46 0 0 0 0 3 0 1 0 1 4.25 1 0 0 0 -1 -1
17 8.2 5 10 420 22 -1 23 .9 1 0 0 46 0 0 0 0 3 0 1 0 1 4.31 1 0 0 0 -1 -1
18 8.2 5 10 420 22 -1 24 .9 1 1 0 46 0 0 0 0 3 0 1 0 1 4.37 -1 -1 -1 -1 -1 -1
19 8.2 5 10 420 22 -1 25 .9 1 0 0 46 0 0 0 0 3 0 1 0 1 4.395 1 0 0 0 -1 -1
20 8.2 5 10 420 22 -1 26 .9 1 0 0 46 0 0 0 0 3 0 1 0 1 4.42 1 0 0 0 -1 -1
21 8.2 5 10 420 22 -1 27 .9 1 0 0 46 0 0 0 0 3 0 1 0 1 4.44 1 0 0 0 -1 -1
22 8.2 5 10 420 22 -1 28 1 1 1 0 46 0 0 0 0 3 0 1 0 1 4.46 -1 -1 -1 -1 -1 -1
23 8.2 5 10 420 22 -1 29 1 1 2 0 46 0 0 0 0 3 0 1 0 1 4.325 0 1 0 0 -1 -1
2 8.1 4 2 450 31 -1 26 1 2 3 0 45 0 0 0 0 1 1 0 0 -1 4.19 0 0 1 0 -1 -1
3 8.1 4 2 450 31 -1 27 1 2 4 0 45 0 0 0 0 1 1 0 0 -1 4.22 0 0 0 1 -1 -1
4 8.1 4 2 450 31 -1 28 1 2 0 0 45 0 0 0 0 1 1 0 0 -1 4.06 1 0 0 0 -1 -1
5 8.1 4 2 450 31 -1 29 1 2 0 12.5 45 1 1 1 1 1 1 0 0 -1 4.12 1 0 0 0 -1 -1
6 8.1 4 2 450 31 -1 30 1 2 1 12.5 45 1 1 1 1 1 1 0 0 -1 4.06 -1 -1 -1 -1 -1 -1
7 8.1 4 2 450 31 -1 31 1 2 0 12.5 45 1 1 1 1 1 1 0 0 -1 3.79 1 0 0 0 -1 -1
8 8.1 4 2 450 31 -1 32 1 2 1 12.5 45 1 1 1 1 1 1 0 0 -1 3.85 -1 -1 -1 -1 -1 -1
9 8.1 4 2 450 31 -1 33 1 2 1 0 45 0 0 0 0 1 1 0 0 -1 4.09 -1 -1 -1 -1 -1 -1
10 8.1 4 2 450 31 -1 34 1 2 1 0 45 0 0 0 0 1 1 0 0 -1 4.2 -1 -1 -1 -1 -1 -1
11 8.1 4 2 450 31 -1 35 1 2 3 0 45 0 0 0 0 1 1 0 0 -1 4.41 0 0 1 0 -1 -1
12 8.1 4 2 450 31 -1 36 1 2 2 12.5 45 1 1 1 1 1 1 0 0 -1 3.95 0 1 0 0 -1 -1
13 8.1 4 2 450 31 -1 37 1 2 2 0 45 0 0 0 0 1 1 0 0 -1 4.05 0 1 0 0 -1 -1
14 8.1 4 2 450 31 -1 38 1 2 1 0 45 0 0 0 0 1 1 0 0 -1 4.15 -1 -1 -1 -1 -1 -1
15 8.1 4 2 450 31 -1 39 .9 2 1 0 45 0 0 0 0 1 1 0 0 -1 4.205 -1 -1 -1 -1 -1 -1
16 8.1 4 2 450 31 -1 40 .9 2 1 0 45 0 0 0 0 1 1 0 0 -1 4.26 -1 -1 -1 -1 -1 -1
17 8.1 4 2 450 31 -1 41 .9 2 0 0 45 0 0 0 0 1 1 0 0 -1 4.32 1 0 0 0 -1 -1
18 8.1 4 2 450 31 -1 42 .9 2 0 0 45 0 0 0 0 1 1 0 0 -1 4.38 1 0 0 0 -1 -1
19 8.1 4 2 450 31 -1 43 .9 2 2 0 45 0 0 0 0 1 1 0 0 -1 4.37 0 1 0 0 -1 -1
20 8.1 4 2 450 31 -1 44 .9 2 0 0 45 0 0 0 0 1 1 0 0 -1 4.36 1 0 0 0 -1 -1
21 8.1 4 2 450 31 -1 45 1 2 1 0 45 0 0 0 0 1 1 0 0 -1 4.48 -1 -1 -1 -1 -1 -1
22 8.1 4 2 450 31 -1 46 .8 2 1 0 45 0 0 0 0 1 1 0 0 -1 4.6 -1 -1 -1 -1 -1 -1
23 8.1 4 2 450 31 -1 47 .8 2 1 0 45 0 0 0 0 1 1 0 0 -1 4.405 -1 -1 -1 -1 -1 -1
2 8.1 3.1 13 400 19 1 158 .9 2 3 0 44 0 0 0 0 4 0 0 1 -1 4.21 0 0 1 0 1 0
3 8.1 3.1 13 400 19 1 159 .9 2 4 12.5 44 1 1 1 1 4 0 0 1 -1 3.99 0 0 0 1 1 0
4 8.1 3.1 13 400 19 1 160 .9 2 3 12.5 44 1 1 1 1 4 0 0 1 -1 4.16 0 0 1 0 1 0
5 8.1 3.1 13 400 19 1 161 .9 2 2 25 44 1 1 2 2 4 0 0 1 -1 4.16 0 1 0 0 1 0
6 8.1 3.1 13 400 19 1 162 .9 2 3 25 44 1 1 2 2 4 0 0 1 -1 4.36 0 0 1 0 1 0
7 8.1 3.1 13 400 19 1 163 .9 2 3 25 44 1 1 2 2 4 0 0 1 -1 4.37 0 0 1 0 1 0
8 8.1 3.1 13 400 19 1 164 .9 2 2 25 44 1 1 2 2 4 0 0 1 -1 4.51 0 1 0 0 1 0
